Word,Meaning
באה,"comes (f,s)"
אבא,dad
אהבה,love
בא,"comes (m,s)"
אמא,mom
אוהבת,"loves (f,s)"
אתה,"you (m,s)"
את,"you (f,s)"
מים,water
היא,she
אני,I
יין,wine
יונה,pigeon
אוהב,"loves (m,s)"
חלב,milk
לחם,bread
חם,"hot (m,s)"
לא,no
האם,Is...?
או,or
הוא,he
