Word,Meaning
תלמיד,student
רופא,doctor
עבודה,work
סופר,author
מקצוע,profession
דוגמן,model
במאי,director
קריירה,career
צוות,"crew, team, staff"
משטרה,police
אמן,artist
מזכיר,secretary
צייר,painter
שופט,"judge, referee"
עורך דין,lawyer
פועל,worker
שוטר,policeman
קצין,officer
עיתונאי,journalist
חייל,soldier
קברניט,captain
בוס,boss
שומר,guard
שחקן,"actor, player"
התמחות,"internship, apprenticeship"
נהג,driver
טבח,cook
מלצר,waiter
מהנדס,engineer
אדריכל,architect
חקלאי,farmer
