Word,Meaning
מזג אוויר,weather
גשם,rain
שלג,snow
רעם,thunder
ברק,lightning
שמש,sun
ברד,hail
סופה,storm
אובך,haze
מעונן,cloudy
גשום,rainy
טמפרטורה,temperature
רוח,wind
גל חום,heat wave
גל קור,"cold front, cold spell"
ענן,cloud
הוריקן,hurricane
טורנדו,tornado
הצפה,flood
מעלות,degrees
ערפל,fog
ירד,descend
לזרח,to shine
בהיר,bright
מטפטפת,"dripping, drizzling"
