Word,Meaning
בחוץ,outside
בפנים,inside
מול,"across, against"
בין,between
אל,to
על,on
לפני,before
אחרי,after
בלי,without
נמצא,"to be found, present"
אצל,"at, in the possession of"
מאחורי,behind
מתחת,below
מעל,above
אך ורק,only (stressed)
