Word,Meaning
עצמי,myself
עצמךָ,yourself (m. sg.)
עצמךְ,yourself (f. sg.)
עצמו,himself
עצמה,herself
עצמנו,ourselves
עצמכם,yourselves (m. pl.)
עצמכן,yourselves (f. pl.)
עצמם,themselves (m. pl.)
עצמן,themselves (f. pl.)
