Word,Meaning
פסח,Passover
ליל-הסדר,Seder night
שבועות,Shavuot
יציאת מצרים,Exodus
מצה,Matzah
חג,holiday
לחגוג,to celebrate
יום כיפור,Yom Kippur
סוכה,"Sukka, Sukkah"
ראש השנה,Rosh Ha'shana
תשעה באב,Tisha Be'av
סוכות,Sukkot
ימים נוראים,High holidays
צום,fast
שמחת תורה,Simchat Torah
אוזן המן,Ozen Haman
חנוכה,Chanukah
סביבון,sevivon
פורים,Purim
חנוכייה,Chanukiya
משלוח מנות,Mishloach Manot
סופגניה,Sufganiya
"ט""ו בשבט",Tu Bi'shvat
