#separator:tab
#html:false
Niece	אחיינית	akh'yanit
House, Home	בית	bayit
Key	מפתח	maf'teakh
Chair	כיסא	kise
Table	שולחן	shul'khan
Toilet	שירותים	sherutim
Window	חלון	khalon
Room	חדר	kheder
Air-Conditioner	מזגן	maz'gan
Toy	צעצוע	tza'atzu'a
Light	אור	or
Roof	גג	gag
Boiler	דוד	dud
Building	בניין	bin'yan
Wall	קיר	kir
Bedroom	חדר שינה	khadar shenah
Basement	מרתף	mar'tef
Gate	שער	sha'ar
Tool, Instrument	כלי עבודה	k'li avodah
A Piece of Furniture	רהיט	rahit
Living Room, Lounge	סלון	salon
Appliance, Instrument	מכשיר	makh'shir
Carpet	שטיח	shatiakh
Guestroom, Lounge	חדר אורחים	khadar or'khim
Dining Room	חדר אוכל	khadar okhel
Curtain	וילון	yilon
Closet, Cupboard	ארון	aron
Vacuum	שואב אבק	sho'ev avak
Dishes, Instruments, Tools	כלים	k'lim
Tap, Faucet	ברז	berez
Sink	כיור	kiyor
Rag	סמרטוט	s'mar'tut
Neighbour (m)	שכן	shakhen
Shelter	מקלט	mik'tav
Broom	מטאטא	mat'ate
Refrigerator	מקרר	m'karer
Bed	מיטה	mitah
Sofa, Couch	ספה	sapah
Stairs	מדרגות	madregah
Apartment	דירה	dirah
Door	דלת	delet
Bath(tub)	אמבטיה	am'bat'yah
Lamp	מנורה	m'norah
Balcony, Porch	מרפסת	mir'peset
Mirror	מראה	mar'ah
Address	כתובת	k'tovet
Floor	רצפה	ritz'pah
Ceiling	תקרה	tik'rah
Attic	עליית גג	aliyat gag
Pillow	כרית	karit
Blanket, Quilt	שמיכה	sh'mikhah
Garden	גינה	ginah
Yard	חצר	khatzer
Laundry	כביסה	k'visah
Washing Machine	מכונת כביסה	m'khonat k'visah
Neighbour (f)	שכנה	sh'khenah
Garbage, Rubbish	אשפה	ash'pah
Elevator, Lift	מעלית	ma'alit
To Clean (Piel)	לנקות	l'nakot
To Pass (Qal)	לעבור	la'avor
To Pump, Vacuum (Qal)	לשאוב	lish'ov
To Wash, Clean Rinse (Qal)	לשטף	lish'tof
Bottle of Water	בקבוק מים	bak'buk mayim
Bottle of Wine	בקבוק יין	bak'buk yayin
Guest Room	חדר אורחים	khadar or'khim
Dining Room	חדר אוכל	khadar okhel
Coffee Shop, Café	בית קפה	beit kafeh
School	בית ספר	beit sefer
Synagogue	בית כנסת	beit k'neset
Hotel	בית מלון	beit malon
Hospital	בית חולים	beit kholim
Court	בית משפט	beit mish'pat
Orange Juice	מיץ תפוזים	mitz tapuzim
Chocolate Cake	עוגת שוקולד	ugat shokolad
Cheese Cake	עוגת גבינה	ugat g'vinah
Washing Machine	מכונת כביסה	m'khonat k'visah
Breakfast	ארוחת בוקר	arukhat boker
Lunch	ארוחת צהריים	arukhat tzaharayim
Dinner	ארוחת ערב	arukhat erev
To Write (Qal)	לכתוב	l'khitov
To Walk, Go (Qal)	ללכת	lalekhet
To Swim (Qal)	לשחות	lis'khot
To Be (Qal)	להיות	lih'yot
To See (Qal)	לראות	lir'ot
To Cook, Boil (Qal)	לבשל	l'vashel
To Sleep (Qal)	לישון	lishon
To Run (Qal)	לרוץ	larutz
To Pay (Piel)	לשלם	l'shalem
To Give (Qal)	לתת	latet
To Do, Make, Create (Qal)	לעשות	la'asot
To Talk, Speak (Piel)	לדבר	l'daber
To Tell, Say (Hifil)	להגיד	l'hagid
To Play (Piel)	לשחק	l'sakhek
To Drink (Qal)	לשתות	lish'tot
To Close, Shut, Turn Off (Qal)	לסגור	lis'gor
To Open, Unlock, Turn On (Qal)	לפתוח	lif'toakh
To Hear, Listen (Qal)	לשמוע	lish'mo'a
To Touch (Qal)	לגעת	laga'at
To Say, Tell (Qal)	לומר	lomar
To Put, Put On (Qal)	לשים	lasim
To Get, Receive, Accept (Piel)	לקבל	l'kabel
To Find, Encounter (Qal)	למצוא	lim'tzo
To Help, Assist, Aid (Qal)	לעזור	la'azor
To Come (Qal)	לבוא	lavo
To Buy, Purchase (Qal)	לקנות	lik'not
To Visit (Piel)	לבקר ב-	l'vaker
To Work, Operate, Function (Qal)	לעבוד	la'avod
To Take (Qal)	לקחת	lakakhat
To Know (Qal)	לדעת	lada'at
To Return (Qal -Intransitive)	לחזור	lakh'zor
To Live, Reside (Qal)	לגור	lagur
To Cut, Slash (Qal)	לחתוך	lakh'tokh
To Suffer, Tolerate (Qal)	לסבול	lis'bol
To Count, Enumerate (Qal)	לספור	lis'por
To Prevent (Qal)	למנוע	lim'no'a
To Paint, Draw, Depict (Piel)	לצייר	l'tzayer
To Contain, Include, Comprise (Hifil)	להכיל	l'hakhil
To Run Away, Escape (Qal)	לברוח	liv'roakh
Weather	מזג אוויר	mezeg avir
Rain	גשם	geshem
Snow	שלג	sheleg
Thunder	רעם	ra'am
Lightning	ברק	barak
Hail	ברד	barad
Haze	אובך	obekh
Heat Wave	גל חום	gal khom
Cold Front/Spell	גל קור	gal kor
Cloud	ענן	anan
Hurricane	הוריקן	hurikan
Tornado	טורנדו	tor'nado
Degrees	מעלות	ma'aleh
Fog	ערפל	arafel
Sun	שמש	shemesh
Storm	סופה	s'arah
Temperature	טמפרטורה	tem'peraturah
Wind	רוח	ruakh
Flood	הצפה	hatzafah
Bright (m.s)	בהיר	bahir
Cloudy (m.s)	מעונן	m'unan
Rainy (m.s)	גשום	gashum
Descend (m.s - past) (Qal)	ירד	yarad
To Shine, Dawn	לזרח	liz'roakh
Dripping, Drizzling (Gerund)	מטפטפת	m'taf'tefet
Beach	חוף ים	khof yam
Hotel	בית מלון	beit malon
Right	ימין	yamin
Left	שמאל	s'mol
Airport	שדה תעופה	s'deh t'ufah
Street, Road	רחוב	r'khov
Country, State	מדינה	m'dinah
Synagogue	בית כנסת	beit k'neset
Place, Space	מקום	makom
Mosque	מסגד	mis'gad
Asset, Property	נכס	nekhes
Center	מרכז	mer'kaz
Office	משרד	mis'rad
Area	איזור	ezor
Park	פארק	pa'rk
Stucture	מבנה	miv'neh
Supermarket	סופרמרקט	super'mar'ket
District	מחוז	makhoz
Island	אי	i
Bank	בנק	ban'k
Bar	בר	bar
Mall, Canyon	קניון	kan'yon
Valley	עמק	emek
Museum	מוזיאון	muze'on
Across	ברחבי	b'akhabei
Village	כפר	p'far
Course, Path, Route	מסלול	mas'lul
Area, Perimeter	שטח	shetakh
Border	גבול	g'vul
Prison, Jail	בית כלא	beit sohar
Tower	מגדל	mig'dal
Palace	ארמון	ar'mon
Cinema	בית קולנוע	beit kol'noa
Port	נמל	namel
Bridge	גשר	gesher
West	מערב	ma'arav
East	מזרח	miz'rakh
North	צפון	afon
South	דרום	darom
Zoo	גן חיות	gan khayot
Market	שוק	shuk
Israel	ישראל	yis'rael
City	עיר	ir
Castle	טירה	tirah
Church	כנסייה	k'nesiyah
Jerusalem	ירושלים	y'rushalayim
Grocery	מכולת	makholet
Store, Shop	חנות	khanut
Ground, Soil	קרקע	kar'ka
Station	תחנה	takhanah
Tel Aviv	תל אביב	tel aviv
Corner	פינה	pinah
Neighbourhood	שכונה	sh'khunah
Avenue	שדרה	s'derah
Town	עיירה	ayarah
Capital City	עיר בירה	ir birah
Community	קהילה	k'hilah
Square, Roundabout	כיכר	kikar
Farm	חווה	khavah
Forward, Onward; In Front	קדימה	kadimah
Backward, In Reverse	אחורה	akhorah
Along	לאורך	l'orekh
Homebound, Home	הביתה	habai'tah
Into, Inside (Prep)	לתוך	l'tokh
From, Out Of (Prep)	מתוך	mitokh
To Turn, Face (Qal)	לפנות	lif'not
Listens (Hifil)	מקשיב	mak'shiv
Shows (Hifil)	מראה	mar'eh
Listens, Eavesdrops (Hifil)	מאזין	ma'azin
Suggests, Offers, Proposes (Hifil)	מציע	matzi'a
Feels (Hifil)	מרגיש	mar'gish
Prepares (Hifil)	מכין	mekhin
Believes (Hifil)	מאמין	ma'amin
Agrees (Hifil)	מסכים	mas'kim
Starts, Begins (Hifil)	מתחיל	mat'khil
Arrives, Comes, Reaches (Hifil)	מגיע	magi'a
Admits, Thanks, Acknowledges (Hifil)	מודה	modeh
Passes, Passes On, Transfers (Hifil)	מעביר	ma'avir
Succeeds, Am Succeeded (Hifil)	מצליח	matz'liakh
Returns (Transitive) (Hifil)	מחזיר	makh'zir
Gets, Acquires, Obtains (Hifil)	משיג	masig
Explains, Clarifies (Hifil)	מסביר	mas'bir
Rents Out, Lets (Property) (Hifil)	משכיר	mas'kir
Recommends (Hifil)	ממליץ	mam'litz
Holds, Grips (Hifil)	מחזיק	makh'zik
Produces (Material, Resource) (Hifil)	מפיק	mapik
Puts Down, Places (Hifil)	מניח	maniakh
Performs (Stage) (Hifil)	מופיע	mofi'a
Adds (Hifil)	מוסיף	mosif
Serves (Food, Drink) (Hifil)	מגיש	magish
Continues, Keeps On (Hifil)	ממשיך	mam'shikh
Presents, Shows (Hifil)	מציג	matzig
Declares, Announces (Hifil)	מכריז	makh'riz
Invites (Hifil)	מזמין	maz'min
Allows, Permits (Hifil)	מרשה	mar'sheh
Reminds (Hifil)	מזכיר	maz'kir
Prefers (Hifil)	מעדיף	ma'adif
Matches, Is Compatible (Hifil)	מתאים	mat'im
Decides (Hifil)	מחליט	makh'lit
Understands (Hifil)	מבין	mevin
Contains, Comprises, Includes (Hifil)	מכיל	mekhil
Replaces (Hifil)	מחליף	makhalif
Evaluates, Appreciates (Hifil)	מעריך	ma'arikh
Brings (Hifil)	מביא	mevi
Man, Adam	אדם	adam
Friend (m)	חבר	khaver
Friend (m) (Casual)	ידיד	yadid
Public	ציבור	tzibur
Convention	כנס	kenes
Enemy	אויב	oyev
Human Being	בן אדם	ben adam
Young Man	בחור	bakhur
Adult	מבגר	m'vugar
Youth	נוער	no'ah
People	אנשים	anashim
Individual	פרט	p'rat
Boy, Teenager	נער	na'ar
Victim	קורבן	kar'ban
Citizen, Civilian	אזרח	ez'rakh
Couple	זוג	zug
Israeli	ישראלי	ish'r'eli
French	צרפתי	tzar'fati
American	אמריקאי	amerikani
English	אנגלי	ang'l'i
Australian	אוסטרלי	os't'rali
Russian	רוסי	rusi
Spanish, Spaniard	ספרדי	s'fardi
Nation	עם	am
Friend (f)	חברה	khaverah
Friend (f) (Casual)	ידידה	y'didah
Committee	ועדה	va'adah
Culture	תרבות	tar'but
Relationship	מערכת יחסים	me'er'kat y'khasim
Foundation	קרן	keren
Young Woman	בחורות	bakhurah
Population	אוכלוסייה	ukh'lusiyah
Adult (m.s)	מבגר	m'vugar
Thousand	אלף	elef
Million	מיליון	mil'yon
Billion	מיליארד	mil'yar'd
Percent(age)	אחוז	akhuz
Half	חצי	khetzi
Majority, Most	רוב	rov
Total, Overall	סך הכל	sakh hakol
Minus	מינוס	minus
Hundred	מאה	me'ah
Quantity	כמות	kamut
First (m.s)	ראשון	rishon
Second (m.s)	שני	sheni
Third (m.s)	שלישי	sh'lishi
Fourth (m.s)	רביעי	r'vi'i
Fifth (m.s)	חמישי	khamishi
Sixth (m.s)	שישי	shishi
Seventh (m.s)	שביעי	sh'vi'i
Eighth (m.s)	שמיני	sh'mini
Ninth (m.s)	תשיעי	t'shi'i
Tenth (m.s)	עשירי	asiri
Thirty (m.s)	שלושים	sh'loshim
Forty (m.s)	ארבעים	ar'ba'im
Fifty (m.s)	חמישים	khamishim
Sixty (m.s)	שישים	shishim
Seventy (m.s)	שבעים	shiv'im
Eighty (m.s)	שמונים	sh'monim
Ninety (m.s)	תשעים	tish'im
Average (m.s)	ממוצע	m'mutza
Doubly, Twice (As Much) (m.s)	כפול	kaful
Divided, Partial, Incomplete (m.s)	חלקי	khel'ki
The Last (m.s)	האחרון	ha'akharon
Equal(s) (m.s)	שוה	shaveh
Less	פחות	pakhot
Plus (Conj)	ועוד	v'od
Two Hundred	מאתיים	ma'tayim
Two Thousand	אלפיים	al'payim
To Change (Something) (Piel)	לשנות	l'shanot
Have To	חיב	khayav
Supposed To	אמור	amur
Forbidden; Must Not (Colloq)	אסור	asur
Recommended	מומלץ	mum'latz
Might, May	עשוי	asuy
Permitted	מותר	mutar
Allowed (Qal)	אפשר	ef'shar
Can (3.m.s - Past) (Paol)	יכול	yakhol
Teacher (m)	מורה	moreh
Note	פתק	petek
Pen	עט	et
Course	קורס	kur's
Education	חינוך	khinukh
Lesson	שיעור	shi'ur
Test, Exam	מבחן	miv'khan
Study	לימוד	limud
Pencil	עיפרון	iparon
Homework	שיעורי בית	shi'ureh bayit
Knowledge	ידע	yeda
Chapter, Episode	פרק	perek
Idea	רעיון	ra'yon
Professor	פרופסור	p'rofesor
Institute	מכון	makhon
Degree	תואר	to'ar
Student	סטודנט	s'tuden't
Lecturer	מרצה	mar'tzeh
Doctorate, PhD	דוקטורט	dok'torat
Painting, Drawing	ציור	tziyur
Document	מסמך	mis'makh
Page	עמוד	amud
Explanation	הסבר	hes'ber
Difficulty	קושי	koshi
Teacher (f)	מורה	morah
Library	ספרייה	sif'riyah
Example	דוגמה	dug'mah
Classroom, Class	כיתה	kitah
Word	מילה	milah
Presentation	מצגת	matzeget
University	אוניברסיטה	univer'sitah
Lecture	הרצאה	har'tza'ah
Preparation	הכנה	hakhanah
Target, Objective	מטרה	matarah
Meaning	משמעות	mash'ma'ut
History	היסטוריה	his'tor'yah
Plan, Program	תוכנית	takh'nit
To Teach (Piel)	ללמד	l'lamed
To Practice, Train (Someone) (Piel)	לתרגל	l'tar'gel
Bike, Bicycle	אופניים	ofanayim
Bus	אוטובוס	otobus
Motorbike, Bike	אופנוע	ofano'a
Plane	מטוס	mitos
Pier, Dock, Platform	רציף	r'tzif
Backpack	תיק גב	tik gav
Line	קו	kav
Guide	מדריך	mad'rikh
Trip	טיול	tiyul
Visit	ביקור	bikur
Vehicle	רכב	rekhev
Voyage, Journey	מסע	masa
The Middle East	המזרח התיכון	hamiz'rakh hatikhon
The Mediterranean	הים התיכון	hayam hatikhon
Greece	יוון	yavan
World	עולם	olam
Passport	דרכון	dar'kon
Fuel, Petrol	דלק	delek
Tourist	תייר	tayar
Overseas, Abroad	חוץ לארץ	khutz-la'aretz
Car	מכונית	m'khonit
Suitcase	מזוודה	miz'vadah
Vacation	חופשה	huf'shah
Train	רכבת	rakevet
Boat	סירה	sirah
Train Station	תחנת רכבת	takhanat rakevet
Bus Station	תחנת אוטובוס	takhanat otobus
Map	מפה	mapah
Ship	ספינה	s'finah
The United States	ארצות הברית	ar'tzot hab'rit
Adventure	הרפתקה	har'pat'pah
Flight	טיסה	tisah
Transportation	תחבורה	takh'burah
Subway	רכבת תחתית	rakevet takh'tit
Land, Country	ארץ	eretz
France	צרפת	tzar'fat
Spain	ספרד	s'farad
England	אנגליה	an'g'liyah
Germany	גרמניה	ger'man'yah
Egypt	מצרים	mitz'rayim
Russia	רוסיה	rus'yah
China	סין	sin
Continent	יבשת	yabeshet
Europe	אירופה	eiropah
America	אמריקה	amerikah
Africa	אפריקה	af'rikah
Australia	אוסטרליה	os't'ral'yah
Asia	אסיה	as'yah
International	בין-לאומי	bein-l'umi
European	אירופי	eiropi
All Around	מסביב	misaviv
To Travel (Piel)	לטייל	l'tayel
To Ride (Bike) (Qal)	לרכב	lir'kov
To Drive (Qal)	לנהוג	lin'hog
To Sail (Qal)	לשוט	lashut
To Fly (Plane) (Qal)	לטוס	latus
To Drive/Travel/Go (Qal)	לנסוע	lin'soa
To Sail, Depart (Ship, Boat) (Hifil)	להפליג	l'haf'lig
I Was (Qal)	הייתי	hayiti
You Were (2.m.s) Qal)	היית	hayita
You Were (2.f.p) (Qal)	הייתן	heyiten
You Were (2.m.p) (Qal)	הייתם	heyitem
We Were (Qal)	היינו	hayinu
She Was (3.f.s) (Qal)	הייתה	hai'tah
He Was (3.m.s) (Qal)	היה	hayah
Found, Encountered (Qal)	מצא	matza
Drank (3.m.s) (Qal)	שתה	shatah
Returned (3.m.s) (Qal)	חזר	khazar
Loved (3.m.s) (Qal)	אהב	ahav
Walked (3.m.s) (Qal)	הלך	halakh
Wanted (3.m.s) (Qal)	רצה	ratzah
Saw (3.m.s) (Qal)	ראה	ra'ah
Said (3.m.s) (Qal)	אמר	amar
Thought (3.m.s) (Qal)	חשב	khashav
Ate (3.m.s) (Qal)	אכל	akhal
Did (3.m.s) (Qal)	עשה	asah
Heard (3.m.s) (Qal)	שמע	shama
Left (3.m.s) (Qal)	עזב	azav
Fell (3.m.s) (Qal)	נפל	nafal
Worked (3.m.s) (Qal)	עבד	avad
Ran (3.m.s) (Qal)	רץ	ratz
Came (3.m.s) (Qal)	בא	ba
Put (3.m.s) (Qal)	שם	sam
Broke (3.m.s) (Qal)	שבר	shavar
Sang (3.m.s) (Qal)	שר	shar
Read (3.m.s) (Qal)	קרא	kara
Took (3.m.s) (Qal)	לקח	lakah
Gave (3.m.s) (Qal)	נתן	natan
Knew (3.m.s) (Qal)	ידע	yada
Wrote (3.m.s) (Qal)	כתב	katav
Jumped (3.m.s) (Qal)	קפץ	kafatz
Stole (3.m.s) (Qal)	גנב	ganav
Tried (3.m.s) (Piel)	ניסה	nisah
Spoke (3.m.s) (Piel)	דיבר	diber
Cooked, Boiled (3.m.s) (Piel)	בישל	bishel
Lost (3.m.s) (Piel)	איבד	ibed
Played (3.m.s) (Piel)	שיחק	sikhek
Told (3.m.s) (Piel)	סיפר	siper
Asked, Requested (3.m.s) (Piel)	ביקש	bikesh
Finished (3.m.s) (Piel)	סיים	siyem
Paid (3.m.s) (Piel)	שילם	shilem
Lied (3.m.s) (Piel)	שיקר	shiker
Waited, Awaited (3.m.s) (Piel)	חיכה	khikah
Won (3.m.s) (Piel)	ניצח	nitzeakh
Spent (3.m.s) (Piel)	בזבז	baz'bez
Envied, Was Jealous (3.m.s) (Piel)	קינא	kine
Knew (3.m.s) (Hifil)	הכיר	hikir
Listened (3.m.s) (Hifil)	הקשיב	hik'shiv
Showed (3.m.s) (Hifil)	הראה	hir'ah
Arrived (3.m.s) (Hifil)	הגיעה	hig'i'a
Decided (3.m.s) (Hifil)	החליט	hekh'lit
Started, Began (3.m.s) (Hifil)	התחיל	hit'khil
Bought, Purchased (3.m.s) (Hifil)	קנה	kanah
Felt (3.m.s) (Hifil)	הרגיש	hir'gish
Explained, Clarified (3.m.s) (Hifil)	הסביר	his'bir
Proposed, Offered (3.m.s) (Hifil)	הציע	hitzi'a
Believed, Trusted (3.m.s) (Hifil)	האמין	he'emin
Invited, Ordered (3.m.s) (Hifil)	הזמין	hiz'min
Understood (3.m.s) (Hifil)	הבין	hevin
English	Hebrew	Transliteration
Similar (m.s)	דומה	domeh
More	יותר	yoter
Less	פחות	pakhot
Most	הכי	hakhi
English	Hebrew	Transliteration
Flyer, Pamphlet	עלון	alon
Magazine	מגזין	magazin
Computer	מחשב	makh'shev
Watch	שעון	sha'on
Radio	רדיו	rad'yo
Object	חפץ	khefetz
Desk	שולחן עבודה	shulkhan avodah
(Wrist) Watch	שעון יד	sh'on yad
Wallet, Purse	ארנק	ar'nak
Basket	סל	sal
Mobile Phone	טלפון נייד	telefon nayad
Soap	סבון	sabon
Screen, Monitor	מסך	masakh
Telephone	טלפון	telefon
Bag	תיק	tik
Linen	מצעים	matza'im
Wheel	גלגל	gal'gal
Novel	רומן	roman
Scissors	מספריים	mis'parayim
Letter	מכתב	mikh'tav
Bell	פעמון	pa'amon
Sponge	ספוג	s'fog
mug	ספל	sefel
Root	שורש	shoresh
Paper	נייר	n'yar
Flag	דגל	degel
String	חוט	khut
Engine	מנוע	mano'a
Comb	מסרק	mas'rek
Candle	נר	ner
TV	טלוויזיה	televiz'yah
Battery	סוללה	sol'lah
Box	קופסה	kuf'sah
Pool	בריכה	b'rekhah
Umbrella	מטרייה	mit'riyah
Pan	מחבת	makhavat
Object, Bone	עצם	etzem
Machine	מכונה	m'khonah
Chain	שרשרת	shar'sheret
Piece	חתיכה	khatikhah
Powder	אבקה	av'kah
Fence	גדר	gader
Gift, Present	מתנה	matanah
Shopping	קניות	k'niyah
Each Other	אחד )-(שני	akhad (-)sheni
Showers (Oneself)	מתקלח	mit'kaleakh
Shaves (Oneself)	מתגלח	mit'galeakh
Takes A Haircut	מסתפר	mis'taper
Looks	מסתכל	mis'takel
Uses	משתמש	mish'tamesh
Calls (Telephone)	מתקשר	mit'kasher
Gets Stronger/More Religious	מתחזק	mit'khazek
Practices, Trains	מתאמן	mit'amen
Comes Closer	מתקרב	mit'karev
Educates (Oneself)	מתחנך	mit'khanekh
Begs, Pleads	מתחנן	mit'khanen
Overcome(s), Gets Over	מתגבר	mit'gaber
Finishes (Passive)	מסתיים	mis'tayem
Misses (Feeling)	מתגעגע	mit'ga'agea
Turns Around	מסתובב	mis'tovev
Cools Off (Passive)	מתקרר	mit'karer
Heats Up (Passive)	מתחמם	mit'khamem
Gets Old	מזדקן	miz'daken
Recovers	מתאושש	mit'oshesh
Hides	מתחבא	mit'khabe
Gets Drunk	משתכר	mish'taker
Changes (Oneself)	משתנה	mish'taneh
Unites (With Someone Else)	מתאחד	mit'akhed
Connects (Oneself)	מתחבר	mit'khaber
Disconnects (Oneself)	מתנתק	mit'natek
Consults (With Someone)	מתייעץ	mit'ya'etz
Gets (Oneself) Ready	מתכונן	mit'konen
Joins	מצטרף	mitz'taref
Deals With	מתמודד	mit'moded
Ignores	מתעלם	mit'alem
Prays	מתפלל	mit'palel
Apologizes	מתנצל	mit'natzel
Gets Confused	מתבלבל	mit'bal'bel
Works Out	מתעמל	mit'amel
Left-Handed	שמאלי	s'ma'li
Right-Handed	ימני	y'mani
Legal	חוקי	khuki
Different	שונה	shoneh
Local	מקומי	m'koni
Rare	נדיר	nadir
Popular	פופולרי	populari
Available	זמין	zamin
Official	רשמי	rish'mi
Final	סופי	sofi
Complete, Whole	שלם	shalem
Immediate	מיידי	miyadi
Single	יחיד	yakhid
Traditional	מסורתי	masar'ti
Modern	מודרני	moder'ni
Historic	היסטורי	his'tori
Smart	חכם	khakham
Dumb	מטומטם	m'tum'tam
Stupid	טיפש	tipesh
Ugly	מכוער	m'kho'ar
Amazing	מדהים	mad'him
Religious	דתי	dati
Cultural	תרבותי	tar'buti
Ready	מוכן	mukhan
Deep	עמוק	amok
Pure	טהור	tahor
Main	ראשי	rashi
Sharp	חד	khad
Certain	בטוח	batuakh
Lonely, Single	בודד	boded
Fresh	טרי	tari
Thick	עבה	aveh
Narrow	צר	tzar
Wide	רחב	rakhav
Fascinating	מרתק	m'ratek
Strange, Weird	מוזר	muzar
Global	עולמי	olami
Healthy	בריא	bari
Under	תחתון	takh'ton
Upper	עליון	el'yon
Ancient	עתיק	atik
Daily	יומי	yomi
Personal	אישי	ishi
Weekly	שבועי	sh'vuli
Bad	גרוע	gadu'a
Impressive	מרשים	mar'shim
Monthly	חודשי	khad'shi
Yearly	שנתי	sh'nati
Wonderful	נפלא	nif'la
Part	חלק	khelek
Service	שירות	sherut
Type	סוג	sug
Design	עיצוב	itzuv
Occurence, Incident	מקרה	mik'reh
Change	שינוי	shinuiy
Account, Tab, Check	חשבון	khesh'bon
Profile	פרופיל	p'rofil
Noise	רעש	ra'ash
Description	תיאור	te'ur
Content	תוכן	tokhen
Value	ערך	erekh
Equipment	ציוד	tziyud
Side	צד	tzad
Performances	ביצועים	bitzu'im
Agreement	הסכם	hes'kem
Solution	פיתרון	pit'ron
Manufacturing	ייצור	yitzur
Structure, Formation	מבנה	miv'neh
Queue	תור	tor
Situation	מצב	matzav
Matter, Interest	עניין	in'yan
Voice	קול	kol
Role	תפקיד	taf'kid
Failure	כישלון	kishalon
Crisis	משבר	mash'ber
Reward	פרס	p'ras
Grade	ציון	tziyun
Subject	נושא	nose
Darkness	חושך	khoshekh
Edge	קצה	katzeh
End	סוף	sof
Perspective, Point of View	השקפה	hash'kafah
List	רשימה	r'shimah
Command, Order	פקודה	p'kudah
System	מערכת	ma'arekhet
Group	קבוצה	k'vutzah
Version	גירסה	gir'sah
Control	שליטה	sh'litah
Conversation	שיחה	shikhah
Level	רמה	ramah
Picture, Image	תמונה	t'munah
Category	קטגורייה	kategoriyah
Problem	בעיה	b'ayah
Possibility	אפשרות	ef'sharut
Activity, Action	פעילות	p'ilut
Result	תוצאה	totza'ah
Defence	הגנה	haganah
Response	תגובה	t'guvah
Entrance	כניסה	k'nisah
Influence	השפעה	hash'pa'ah
Wish	משאלה	mish'alah
Hope	תקווה	tik'vah
Opportunity	הזדמנות	tiz'dam'nut
Exit	יציאה	y'tzi'ah
Option, Choice	ברירה	b'rerah
Success	הצלחה	hatz'lakhah
Intro, Preface	הקדמה	hak'damah
Intention	כוונה	kavanah
Rest	מנוחה	m'nukhah
Alternative	חלופה	khalufah
Peak, Record	שיא	seyah
Decision	החלטה	hakh'latah
Beginning	התחלה	hat'khalah
Walk!, Go! (Qal)	לך	lekh
Run! (Qal)	רוץ	rutz
Help! (Qal)	עזור	azor
Come! (Qal)	בוא	bo
Save!, Keep! (Qal)	שמור	sh'mor
Give! (Qal)	תן	ten
Do! (Qal)	עשה	aseh
Stop! (Qal)	עצור	atzor
Take! (Qal)	קח	kakh
Know! (Qal)	דע	da
Buy! (Qal)	קנה	k'neh
Open! (Qal)	פתח	p'takh
Put! (Qal)	שים	sim
Fly! (Qal)	טוס	tus
Sit! (Qal)	שב	shev
Forget! (Qal)	שכח	sh'khakh
Watch!, Expect! (Qal)	צפה	tz'feh
Send! (Qal)	שלח	sh'lakh
Drink! (Qal)	שתה	sh'teh
Go Out!, Exit! (Qal)	צא	tze
Talk!, Speak! (Piel)	דבר	daber
Try!, Attempt! (Piel)	נסה	naseh
Search!, Look For! (Piel)	חפש	khapes
Mark!, Indicate! (Piel)	סמן	samen
Fix!, Repair! (Piel)	תקן	taken
Accept! (Piel)	קבל	kabel
Have Mercy! (Piel)	רחם	rakhem
Mix!, Stir! (Piel)	ערבב	arbev
Wait! (Piel)	חכה	khakeh
Finish! (Piel)	סיים	sayem
Take A Picture! (Piel)	צלם	tzalem
Bless! (Piel)	ברך	barekh
Learn!, Study! (Qal)	למד	lemad
Listen! (Hifil)	הקשב	hak'shev
Show! (Hifil)	הראה	har'eh
Feel!, Sense! (Hifil)	הרגש	har'gesh
Believe!, Trust! (Hifil)	האמן	ha'amen
Start!, Begin! (Hifil)	התחל	hat'khel
Return! (Transitive) (Hifil)	החזר	hakh'zer
Add! (Hifil)	הוסף	hosef
Invite! (Hifil)	הזמן	haz'men
Present!, Show! (Hifil)	הצג	hatzeg
Decide! (Hifil)	החלט	hakh'let
Change!, Exchange!, Swap! (Hifil)	החלף	hakh'lef
Remind! (Hifil)	הזכר	haz'ker
Take A Shower! (Hitpael)	התקלח	hit'kaleakh
Look!, Watch! (Hitpael)	הסתכל	his'takel
Come Closer!, Approach! (Hitpael)	התקרב	hit'karev
Hide! (Hitpael)	התחבא	hit'khabe
Connect!, Join Together! (Hitpael)	התחבר	hit'khaber
Join! (Group/Organisation) (Hitpael)	הצטרף	hitz'taref
Ignore!, Disregard! (Hitpael)	התעלם	hit'alem
Pray! (Hitpael)	התפלל	hit'palel
Get Prepared! (Hitpael)	התכונן	hit'konen
Cut Hair! (Hitpael)	הסתפר	his'taper
Use! (Hitpael)	השתמש	hish'tamesh
Dictionary	מילון	milon
Sentence	משפט	mish'pat
Noun	שם עצם	shem etzem
Verb	פועל	po'al
Adjective	שם תואר	shem to'ar
Comma	פסיק	p'sik
Language	שפה	safah
Letter	אות	ot
Linguist	בלשן	bal'shan
Linguistics	בלשנות	bal'shanut
Paragraph	פסקה	pis'kah
Line	שורה	shurah
Period, Dot	נקודה	n'kudah
Mother Tongue	שפת אם	s'fat em
Spanish	ספרדית	s'fardit
French	צרפתית	tzar'fatit
German	גרמנית	ger'manit
Russian	רוסית	rusit
Chinese	סינית	sinit
Dutch	הולנדית	holan'dit
Italian	איטלקית	ital'kit
