Word,Meaning
התחבא,hid
התפוצץ,exploded
התחתן,got married
התיעץ,consulted
התלונן,complained
התנצל,apologized
התפשט,got undressed
התקשר,called (phone)
התרחץ,washed (himself)
השתכר,got drunk
הפסיק,stopped
התאושש,recovered
התחנן,begged
התפלל,prayed
התעלם,ignored
התגלח,shaved (himself)
התנדב,volunteered
התעלל,abused
המשיך,continued
קיבל,received
ירד,went down
