Word,Meaning
חמה,Sun
נגה,Venus
מאדים,Mars
צדק,Jupiter
שבתאי,Saturn
מערכת-שמש,Solar system
גשושית,probe
החלל החיצון,(the) outer space
חללית,spaceship
מעבורת,shuttle
שיגור,launch
אסטרונאוט,astronaut
לוויין,satellite
מסלול,orbit
מטאור,meteor
מכתש,crater
שביל-החלב,(the) milky way
גלקסיה,galaxy
חור שחור,black hole
ליקוי,eclipse
