Word,Meaning
אגדה,legend
נסיכה,princess
ארמון,palace
דרקון,dragon
חרב,sword
נסיך,prince
מלכה,queen
ממלכה,kingdom
חץ,arrow
מגן,shield
קשת,bow
משתה,"feast, banquet"
אביר,knight
שיריון,armor
קסדה,helmet
לוחם,warrior
מכשפה,witch
חומה,wall
שיקוי,potion
כישוף,"spell, witchcraft"
קסם,magic
קוסם,magician
שרביט,wand
מכשף,wizard
קללה,curse
משרת,servant
גיבור,hero
ערפד,vampire
זומבי,zombie
איש-זאב,werewolf
גולם,golem
גיבור-על,superhero
יצור,creature
מפלצת,monster
