Word,Meaning
אכול,eat!
סגור,close!
חזור,return!
חתוך,cut!
עמוד,stand!
כָּבֵּד,respect! / honor!
בקר,visit!
שבוֹר,break!
לבש,wear!
שְאל,ask!
ספּר,tell!
ענֵה,answer!
הישאר,stay!
היכנס,enter!
היפגש,meet!
בוא נלך,let's go
בוא נעשה,let's do
בוא ננסה,let's try
בוא נראה,let's see
בוא נדבר,let's talk
בוא נגיד,let's say
