Word,Meaning
בקבוק מים,bottle of water
בקבוק יין,bottle of wine
מיץ תפוזים,orange juice
חדר אורחים,guest room
חדר אוכל,dining room
עוגת שוקולד,chocolate cake
עוגת גבינה,cheese cake
מכונת כביסה,washing machine
ארוחת בוקר,breakfast
ארוחת צהריים,lunch
ארוחת ערב,dinner
בית קפה,"coffee shop, café"
בית ספר,school
בית כנסת,synagogue
בית מלון,hotel
בית חולים,hospital
בית משפט,court
