Word,Meaning
כלב,dog
הולך,"walks, goes (m,s)"
הולכת,"walks, goes (f,s)"
אוכל,"eats (m,s)"
מלך,king
אוכלת,"eats (f,s)"
כן,yes
דרך,road
רואָה,"sees (f,s)"
רואֶה,"sees (m,s)"
ילדה,girl
ילד,boy
אישה,woman
שותָה,"drinks (f,s)"
שותֶה,"drinks (m,s)"
משאית,truck
שמח,happy
אגוז,nut
אורז,rice
זאת,this (f)
זה,this (m)
גבר,man
