Word,Meaning
מה?,what?
איפה?,where?
למה?,why?
כמה?,"how much?, how many?"
מי?,who?
מאיפה?,where from?
מתי?,when?
איך?,how?
של מי?,whose?
איזה?,which? (m)
איזו?,which (f)
באיזה?,in which?
עם מי?,with who?
לאן?,where to?
למי?,to who?
ממי?,from who?
בשביל מה?,what for?
לשאול,to ask
לענות,"to answer, to reply"
תשובה,answer
שאלה,question
את מי,whom
אילו,which (pl.)
